total_records,record_type_counts,overall_min_date,overall_max_date,obs_min_date,obs_max_date,tgt_min_date,tgt_max_date,evt_min_date,evt_max_date,invalid_events_with_pillar,impact_links_missing_parent_id,impact_links_unresolved_parent_id
43,"{'observation': 30, 'event': 10, 'target': 3}",2014-12-31,2030-12-31,2014-12-31,2025-12-31,2025-12-31,2030-12-31,2021-05-17,2025-12-18,0,0,0
